"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Finnish]] silicon wafer [[technology]] company Okmetic Oyj OMX [[Helsinki]] : OKM1V [[reported]] on [[Thursday]] [[30]] October an [[operating]] [[profit]] of EUR7 .[[4]] m for January-September 2008 , up from EUR6 .[[1]] m in the [[corresponding]] [[period]] in 2007 .","[[Suomi]] silicon wafer [[engineering]] company Okmetic Oyj OMX [[Helsingfors]] : OKM1V [[report]] on [[Th]] [[thirty]] October an [[run]] [[net]] of EUR7 .[[quaternion]] m for January-September 2008 , up from EUR6 .[[unity]] m in the [[jibe]] [[stop]] in 2007 .",0.015597105026245117,0.020629525184631348,0,0,0,180,"Failed"
"Fiskars [[Brands]] [[report]] [[net]] sales of EUR [[145]].[[8]] [[mn]] , up from EUR 138.[[4]] [[mn]] .","Fiskars [[denounce]] [[reputation]] [[sack]] sales of EUR [[cxlv]].[[eight]] [[MN]] , up from EUR 138.[[four]] [[MN]] .",0.015668511390686035,0.28915923833847046,0,0,0,154,"Failed"
"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has [[signed]] an [[agreement]] with Nanjing MyNet to [[make]] the GyPSii mobile social networking platform available to customers of China Mobile .","GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has [[subscribe]] an [[correspondence]] with Nanjing MyNet to [[urinate]] the GyPSii mobile social networking platform available to customers of China Mobile .",0.023557007312774658,0.8287081718444824,0,2,0,221,"Successful"
"HELSINKI AFX - Outokumpu Technology said it has [[signed]] a 3.5 mln eur [[agreement]] with Mongolia 's Erdenet Mining Corporation for the [[engineering]] of the first HydroCopper plant to be [[built]] at the Erdenet mine [[site]] .","HELSINKI AFX - Outokumpu Technology said it has [[subscribe]] a 3.5 mln eur [[concord]] with Mongolia 's Erdenet Mining Corporation for the [[mastermind]] of the first HydroCopper plant to be [[establish]] at the Erdenet mine [[website]] .",0.028899013996124268,0.6363475322723389,0,2,0,173,"Successful"
"However , the proportion of the paid standing orders [[grew]] in 2009 .","However , the proportion of the paid standing orders [[originate]] in 2009 .",0.01724398136138916,0.9905871748924255,0,2,0,102,"Successful"
"In [[addition]] to the [[demand]] in Finland , the export of lining stone products also [[increased]] .","In [[accession]] to the [[necessitate]] in Finland , the export of lining stone products also [[increase]] .",0.020354747772216797,0.5770178437232971,0,2,0,76,"Successful"
"[[In]] January-September 2007 , the group 's [[net]] sales from continuing operations [[rose]] to EUR 213.[[1]] [[mn]] from EUR 172.[[6]] mn in the [[corresponding]] period in 2006 .","[[inwards]] January-September 2007 , the group 's [[last]] sales from continuing operations [[resurrect]] to EUR 213.[[one]] [[manganese]] from EUR 172.[[hexad]] mn in the [[tally]] period in 2006 .",0.018867433071136475,0.6530677080154419,0,1,0,228,"Successful"
"In July-September 2008 , YIT 's [[net]] [[sales]] [[increased]] to EUR 970.[[8]] [[mn]] , [[compared]] to EUR 906.[[8]] mn in the [[corresponding]] [[period]] in 2007 .","In July-September 2008 , YIT 's [[last]] [[sale]] [[increase]] to EUR 970.[[ogdoad]] [[Minnesota]] , [[equate]] to EUR 906.[[eight]] mn in the [[tally]] [[menstruum]] in 2007 .",0.019730865955352783,0.5875411033630371,0,2,0,162,"Successful"
"In the reporting period , [[net]] sales [[rose]] by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the [[effect]] of which was EUR10 .9 m in the review period .","In the reporting period , [[sack]] sales [[rosiness]] by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the [[consequence]] of which was EUR10 .9 m in the review period .",0.014779448509216309,0.6537680625915527,0,1,0,252,"Successful"
"In the reporting period , the [[company]] 's [[operating]] [[profit]] [[grew]] by [[43]].[[2]] % to EUR 6 [[million]] .","In the reporting period , the [[party]] 's [[work]] [[earnings]] [[farm]] by [[forty-three]].[[two]] % to EUR 6 [[1000000]] .",0.015456974506378174,0.6410814523696899,0,1,0,167,"Successful"
"[[Last]] year 's [[net]] sales [[rose]] to EUR 68.[[3]] [[million]] from EUR [[62]].[[2]] [[million]] .","[[lowest]] year 's [[last]] sales [[rosaceous]] to EUR 68.[[trey]] [[trillion]] from EUR [[lxii]].[[two]] [[meg]] .",0.0174524188041687,0.7243779897689819,0,1,0,220,"Successful"
"[[Last]] [[year]] the company [[raised]] its [[turnover]] to [[approximately]] [[7]] [[million]] litas EUR 2 mln , from 6.1 million litas in 2004 .","[[last-place]] [[class]] the company [[fire]] its [[overturn]] to [[some]] [[VII]] [[trillion]] litas EUR 2 mln , from 6.1 million litas in 2004 .",0.017118215560913086,0.6311097145080566,0,1,0,210,"Successful"
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative [[offices]] in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .","ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative [[agency]] in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",0.16343998908996582,0.6551045179367065,0,2,0,227,"Successful"
"Marimekko Group 's full-year [[net]] sales are estimated to [[increase]] by about 10 % .","Marimekko Group 's full-year [[cyberspace]] sales are estimated to [[step-up]] by about 10 % .",0.01733720302581787,0.8990664482116699,0,1,0,70,"Successful"
"[[Net]] sales [[surged]] by 30 % to EUR 36 [[million]] .","[[network]] sales [[billow]] by 30 % to EUR 36 [[trillion]] .",0.01451253890991211,0.9065016508102417,0,1,0,76,"Successful"
"Net sales [[went]] up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .","Net sales [[expire]] up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",0.014138460159301758,0.8052371740341187,0,1,0,250,"Successful"
"[[Nevertheless]] , its [[market]] [[share]] [[rose]] to 49.[[14]] [[percent]] from 48.[[51]] percent a [[year]] [[earlier]] .","[[however]] , its [[grocery]] [[parcel]] [[rosaceous]] to 49.[[fourteen]] [[pct]] from 48.[[fifty-one]] percent a [[yr]] [[former]] .",0.016118407249450684,0.3691830039024353,0,0,0,147,"Failed"
"Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow [[stronger]] over time .","Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow [[hard]] over time .",0.020632147789001465,0.7833669185638428,0,1,0,163,"Successful"
"October-December sales were 302 mln eur , or a 25.3 pct [[increase]] year on year .","October-December sales were 302 mln eur , or a 25.3 pct [[increment]] year on year .",0.019005119800567627,0.8559998869895935,0,1,0,52,"Successful"
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales [[reached]] 15.04 million euros [[last]] year , a [[rise]] of 20.4 percent from 12.49 million euros in 2004 .","Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales [[make]] 15.04 million euros [[last-place]] year , a [[heighten]] of 20.4 percent from 12.49 million euros in 2004 .",0.01673656702041626,0.9305625557899475,0,1,0,298,"Successful"
"Olvi [[expects]] sales and market share to [[increase]] in the first quarter of 2010 .","Olvi [[require]] sales and market share to [[increment]] in the first quarter of 2010 .",0.02123206853866577,0.8144829273223877,0,2,0,83,"Successful"
"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .","Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .",0.9202514886856079,0.9202514886856079,0,0,2,1,"Skipped"
"[[Operating]] [[profit]] increased to EUR [[14]].[[0]] mn from EUR [[4]].[[9]] mn in the [[corresponding]] period in 2005 .","[[run]] [[net]] increased to EUR [[XIV]].[[zero]] mn from EUR [[four]].[[nine]] mn in the [[equate]] period in 2005 .",0.01674264669418335,0.05023247003555298,0,0,0,157,"Failed"
"Operating profit of the Asian plants [[grew]] markedly .","Operating profit of the Asian plants [[arise]] markedly .",0.013456284999847412,0.6887046098709106,0,1,0,68,"Successful"
"[[Operating]] [[profit]] totaled EUR 825mn , up from EUR 763mn in 2004 .","[[function]] [[lucre]] totaled EUR 825mn , up from EUR 763mn in 2004 .",0.0160943865776062,0.019316494464874268,0,0,0,67,"Failed"
"[[Operating]] [[profit]] [[totalled]] EUR 83.[[0]] mn , up from EUR 23.[[5]] mn year-on-year .","[[engage]] [[lucre]] [[total]] EUR 83.[[cypher]] mn , up from EUR 23.[[fin]] mn year-on-year .",0.015373766422271729,0.019718587398529053,0,0,0,127,"Failed"
"Production capacity will [[increase]] from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .","Production capacity will [[step-up]] from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .",0.10322147607803345,0.8736693859100342,0,2,0,91,"Successful"
"[[Profit]] for the period [[increased]] from EUR [[2]].9 [[mn]] to EUR [[10]].[[5]] [[mn]] .","[[profits]] for the period [[increase]] from EUR [[II]].9 [[manganese]] to EUR [[tenner]].[[cinque]] [[manganese]] .",0.014949440956115723,0.6841335892677307,0,2,0,96,"Successful"
"[[Profit]] per share was EUR [[1]].03 , up from EUR 0.87 .","[[gain]] per share was EUR [[unity]].03 , up from EUR 0.87 .",0.015388548374176025,0.016533076763153076,0,0,0,70,"Failed"
"[[Return]] on capital employed [[rose]] by 4.8 percentage points to 19.6 % .","[[fall]] on capital employed [[rosiness]] by 4.8 percentage points to 19.6 % .",0.015662014484405518,0.7067701816558838,0,1,0,219,"Successful"
"[[Revenue]] from July to September [[grew]] 21 percent to EURO 2.3 billion , the Finnish company said Thursday .","[[taxation]] from July to September [[maturate]] 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",0.01769047975540161,0.7127450704574585,0,2,0,113,"Successful"
"[[Revenue]] [[grew]] 1 percent to euro742 .2 [[million]] US$ 964 [[million]] from euro735 million .","[[taxation]] [[acquire]] 1 percent to euro742 .2 [[billion]] US$ 964 [[gazillion]] from euro735 million .",0.015357911586761475,0.6498807668685913,0,2,0,103,"Successful"
"Ruukki 's [[order]] [[book]] at the [[end]] of 2010 was [[30]] % up year-on-year and [[10]] % up quarter-on-quarter .","Ruukki 's [[dictate]] [[Quran]] at the [[remainder]] of 2010 was [[thirty]] % up year-on-year and [[decade]] % up quarter-on-quarter .",0.015765249729156494,0.19361788034439087,0,0,0,152,"Failed"
"Ruukki signed the [[contract]] with Norwegian company Veidekke Entreprenor AS .","Ruukki signed the [[foreshorten]] with Norwegian company Veidekke Entreprenor AS .",0.08332312107086182,0.9339551329612732,0,2,0,80,"Successful"
"[[Sales]] in Finland [[rose]] by 3.9 % and international growth was [[0]].7 % .","[[sale]] in Finland [[grow]] by 3.9 % and international growth was [[zero]].7 % .",0.014471352100372314,0.6860376596450806,0,2,0,109,"Successful"
"[[Sales]] of security and [[system]] packaging [[increased]] [[slightly]] .","[[sale]] of security and [[scheme]] packaging [[increase]] [[slimly]] .",0.013895690441131592,0.8112132549285889,0,2,0,34,"Successful"
"Stora Enso 's third-quarter pre-tax profit [[doubled]] to EUR 197mn .","Stora Enso 's third-quarter pre-tax profit [[reduplicate]] to EUR 197mn .",0.014983415603637695,0.8944401144981384,0,2,0,29,"Successful"
"[[Strongest]] growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .","[[stiff]] growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",0.015872061252593994,0.9773495197296143,0,1,0,108,"Successful"
"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest [[variant]] of Rolls-Royce Trent series engines , called the 1700 .","The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest [[discrepancy]] of Rolls-Royce Trent series engines , called the 1700 .",0.12436562776565552,0.9769771099090576,0,1,0,151,"Successful"
"The [[company]] is now [[intensifying]] its [[smelter]] [[operations]] and [[increasing]] its [[annual]] [[production]] [[capacity]] to 230,000 [[tonnes]] of [[copper]] .","The [[party]] is now [[escalate]] its [[smeltery]] [[procedure]] and [[increase]] its [[yearly]] [[product]] [[content]] to 230,000 [[MT]] of [[pig]] .",0.04093050956726074,0.6678327918052673,0,2,0,90,"Successful"
"The [[company]] 's market share is continued to [[increase]] further .","The [[caller]] 's market share is continued to [[increment]] further .",0.019041717052459717,0.9395384192466736,0,1,0,58,"Successful"
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , [[grew]] by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .","The company 's scheduled traffic , measured in revenue passenger kilometres RPK , [[originate]] by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",0.016919851303100586,0.9961627721786499,0,1,0,148,"Successful"
"The company said that its investments in the new market areas [[resulted]] in sales [[increase]] in Sweden , Poland , Russia and Lithuania .","The company said that its investments in the new market areas [[ensue]] in sales [[increment]] in Sweden , Poland , Russia and Lithuania .",0.017514348030090332,0.9258006811141968,0,2,0,88,"Successful"
"The disposal of Autotank will also [[strengthen]] Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .","The disposal of Autotank will also [[tone]] Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",0.017837107181549072,0.9687784910202026,0,1,0,36,"Successful"
"The [[earnings]] per [[share]] for the quarter [[came]] in at [[0]].25 eur , up from the 0.20 eur of the same quarter a year earlier .","The [[profits]] per [[contribution]] for the quarter [[fall]] in at [[nought]].25 eur , up from the 0.20 eur of the same quarter a year earlier .",0.015635550022125244,0.5285549163818359,0,1,0,149,"Successful"
"The economic occupancy rate of Sponda 's property portfolio [[rose]] to 91.[[2]] % from 88.[[8]] % in 2006 .","The economic occupancy rate of Sponda 's property portfolio [[rosaceous]] to 91.[[two]] % from 88.[[VIII]] % in 2006 .",0.015133321285247803,0.13437116146087646,0,0,0,122,"Failed"
"The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has [[received]] expansion [[orders]] worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .","The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has [[find]] expansion [[dictate]] worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .",0.018474698066711426,0.7542967796325684,0,2,0,327,"Successful"
"The group 's 12-month [[operating]] [[profit]] [[grew]] 31 percent to 337.8 [[million]] euros .","The group 's 12-month [[mesh]] [[profits]] [[maturate]] 31 percent to 337.8 [[trillion]] euros .",0.01417475938796997,0.626027524471283,0,1,0,109,"Successful"
"The [[growth]] in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .","The [[outgrowth]] in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",0.02357858419418335,0.9788567423820496,0,1,0,104,"Successful"
